timestamp,pm25,pm10,no2,o3,co,temperature,humidity,wind_speed,aqi
2024-04-13 01:00:00,16.15,31.4,7.74,24.4,4.55,18.7,83.54,3.66,31.4
2024-04-13 02:00:00,13.03,24.54,3.11,42.32,3.11,20.3,76.4,8.96,24.5
2024-04-13 03:00:00,34.49,59.46,4.12,40.98,2.19,19.38,72.79,8.17,60.3
2024-04-13 04:00:00,35.11,64.58,13.69,53.29,8.55,23.34,73.71,7.33,65.3
2024-04-13 05:00:00,25.27,51.23,15.23,47.04,8.22,24.66,68.86,9.37,52.2
2024-04-13 06:00:00,21.15,46.24,2.55,43.98,5.44,23.09,71.7,9.22,46.2
2024-04-13 07:00:00,46.06,79.16,13.34,49.0,6.36,28.56,52.71,2.34,79.6
2024-04-13 08:00:00,75.09,120.39,33.63,49.79,4.84,28.84,54.98,8.88,150.8
2024-04-13 09:00:00,78.83,157.62,44.7,40.81,7.02,27.83,59.09,10.89,163.1
2024-04-13 10:00:00,58.19,126.25,25.88,39.94,12.98,34.68,37.9,5.67,118.3
2024-04-13 11:00:00,29.09,49.85,9.51,40.4,5.36,33.49,40.55,4.7,49.8
2024-04-13 12:00:00,14.59,30.63,7.09,38.86,0.01,33.19,52.29,15.06,30.6
2024-04-13 13:00:00,21.66,43.14,2.73,20.39,4.98,28.37,50.37,5.87,43.1
2024-04-13 14:00:00,21.16,40.27,5.04,26.68,2.0,34.25,49.73,8.85,40.3
2024-04-13 15:00:00,41.29,89.87,13.5,11.97,9.83,30.01,45.18,3.15,90.1
2024-04-13 16:00:00,26.63,47.19,13.02,9.79,4.22,27.6,59.85,4.11,47.2
2024-04-13 17:00:00,29.21,58.18,13.16,14.88,4.67,27.03,56.24,9.3,59.0
2024-04-13 18:00:00,55.76,94.09,19.82,10.17,9.61,22.8,62.39,8.41,94.2
2024-04-13 19:00:00,53.8,102.67,26.05,9.68,16.25,23.02,67.84,9.41,102.8
2024-04-13 20:00:00,59.88,100.74,33.12,10.24,15.56,18.5,80.44,2.31,101.5
2024-04-13 21:00:00,41.66,86.92,18.64,20.54,6.73,20.09,76.35,10.98,87.2
2024-04-13 22:00:00,24.59,39.79,20.71,16.98,5.79,19.13,80.66,7.55,41.0
2024-04-13 23:00:00,20.18,35.11,10.11,20.68,3.68,15.3,78.98,14.32,35.1
2024-04-14 00:00:00,28.86,57.15,16.75,24.24,5.54,19.65,82.29,4.38,58.0
2024-04-14 01:00:00,12.08,18.55,16.82,32.71,3.1,18.74,88.09,8.8,20.1
2024-04-14 02:00:00,13.3,20.98,7.21,39.81,0.0,17.69,79.03,7.67,22.2
2024-04-14 03:00:00,34.21,56.58,13.28,44.2,6.75,19.93,73.34,13.03,57.9
2024-04-14 04:00:00,17.45,35.39,10.51,47.75,4.3,22.13,65.48,10.1,35.4
2024-04-14 05:00:00,27.84,51.58,4.15,43.52,3.5,21.93,68.73,9.09,52.5
2024-04-14 06:00:00,34.72,56.56,8.93,43.31,6.69,22.49,66.75,8.3,58.7
2024-04-14 07:00:00,20.07,34.01,1.7,45.22,3.53,23.91,50.5,4.82,34.0
2024-04-14 08:00:00,66.19,139.32,30.09,45.03,14.88,28.22,52.17,6.81,127.0
2024-04-14 09:00:00,53.74,82.76,13.72,37.33,7.32,29.68,48.29,6.62,89.8
2024-04-14 10:00:00,34.52,68.78,13.29,36.0,3.35,28.93,49.79,8.09,69.4
2024-04-14 11:00:00,17.08,27.2,11.66,45.52,5.54,33.95,45.64,6.86,28.5
2024-04-14 12:00:00,16.09,26.06,3.3,27.03,5.98,29.22,55.69,6.24,26.8
2024-04-14 13:00:00,21.28,43.44,11.47,17.04,8.66,34.5,40.96,9.94,43.4
2024-04-14 14:00:00,17.13,27.79,13.02,16.02,0.7,32.82,41.35,13.42,28.5
2024-04-14 15:00:00,28.79,50.11,16.29,10.64,0.0,31.11,50.56,7.67,51.1
2024-04-14 16:00:00,13.79,23.33,10.69,16.04,1.83,30.42,52.04,6.61,23.3
2024-04-14 17:00:00,27.57,49.07,20.87,11.96,6.0,28.38,56.41,5.41,49.1
2024-04-14 18:00:00,58.74,118.36,27.12,12.83,2.82,28.79,67.05,6.73,113.1
2024-04-14 19:00:00,66.09,138.53,19.95,3.63,12.28,19.61,68.47,4.34,126.4
2024-04-14 20:00:00,54.81,90.78,16.17,14.85,7.12,24.03,77.71,6.74,91.5
2024-04-14 21:00:00,18.38,30.92,5.31,18.11,0.0,17.96,71.57,14.49,30.9
2024-04-14 22:00:00,35.39,73.54,18.59,14.33,7.6,16.25,84.76,8.03,74.1
2024-04-14 23:00:00,13.35,22.75,0.0,16.18,2.32,20.24,82.73,4.55,22.7
2024-04-15 00:00:00,15.45,30.01,2.41,30.39,4.38,16.98,79.79,6.87,30.0
2024-04-15 01:00:00,19.46,30.31,2.89,28.94,4.63,15.79,83.4,7.56,32.4
2024-04-15 02:00:00,27.69,42.06,14.68,46.64,5.55,18.17,75.61,9.87,46.1
2024-04-15 03:00:00,11.58,25.29,2.08,39.24,0.0,18.36,66.6,8.45,25.3
2024-04-15 04:00:00,8.98,18.53,0.24,45.51,4.58,21.47,68.26,9.96,18.5
2024-04-15 05:00:00,26.03,42.7,8.1,53.77,5.75,24.37,61.88,4.97,43.4
2024-04-15 06:00:00,19.99,30.32,12.24,43.59,1.61,25.89,57.01,7.38,33.3
2024-04-15 07:00:00,40.08,64.24,10.16,48.19,1.73,24.46,56.31,7.42,67.5
2024-04-15 08:00:00,90.14,183.54,36.94,45.11,10.02,29.8,51.79,8.6,201.5
2024-04-15 09:00:00,85.41,182.15,54.87,44.08,19.0,26.86,44.41,10.74,184.8
2024-04-15 10:00:00,46.08,86.0,15.97,34.89,8.51,32.73,43.78,6.98,86.3
2024-04-15 11:00:00,40.33,67.1,13.61,35.09,7.89,32.63,41.87,10.24,67.9
2024-04-15 12:00:00,5.0,8.95,1.68,32.62,0.0,30.93,43.58,5.16,8.9
2024-04-15 13:00:00,28.38,44.85,10.71,24.11,5.12,35.14,38.88,5.21,47.3
2024-04-15 14:00:00,31.67,61.83,18.66,29.04,7.72,32.08,47.09,10.07,62.6
2024-04-15 15:00:00,22.72,43.96,13.27,14.32,6.1,28.38,46.52,9.95,44.0
2024-04-15 16:00:00,37.5,69.88,1.99,8.28,6.09,31.74,55.06,6.91,70.5
2024-04-15 17:00:00,24.89,42.98,17.36,12.68,2.83,30.34,57.49,11.59,43.0
2024-04-15 18:00:00,53.23,104.76,20.62,9.4,12.83,23.2,59.66,6.33,104.1
2024-04-15 19:00:00,102.01,160.06,56.78,11.62,15.5,26.7,69.69,6.83,240.6
2024-04-15 20:00:00,57.57,112.78,19.21,7.73,4.88,22.46,69.2,1.34,109.4
2024-04-15 21:00:00,32.15,56.88,9.71,20.09,9.94,18.18,73.43,6.48,57.7
2024-04-15 22:00:00,25.49,43.79,9.08,17.17,4.81,17.76,83.67,5.51,43.8
2024-04-15 23:00:00,34.07,60.6,11.71,25.91,5.04,12.5,77.41,8.42,61.4
2024-04-16 00:00:00,17.58,36.07,1.97,23.04,1.99,15.86,80.51,1.11,36.1
2024-04-16 01:00:00,25.5,43.73,12.2,37.16,6.98,16.42,76.98,4.15,43.7
2024-04-16 02:00:00,11.13,18.67,0.0,33.09,3.13,17.02,86.66,0.96,18.7
2024-04-16 03:00:00,43.53,92.42,20.46,48.22,6.32,14.62,84.45,8.09,92.6
2024-04-16 04:00:00,29.91,61.17,9.22,48.59,4.43,22.04,66.36,5.65,61.9
2024-04-16 05:00:00,14.39,22.65,8.95,53.02,2.61,24.91,67.05,10.86,24.0
2024-04-16 06:00:00,43.15,71.18,21.96,44.84,3.94,22.74,58.45,5.26,72.5
2024-04-16 07:00:00,52.09,111.83,26.69,53.98,12.51,27.54,58.9,11.08,108.8
2024-04-16 08:00:00,93.05,200.14,47.51,43.96,15.51,25.29,56.06,9.29,211.1
2024-04-16 09:00:00,80.53,173.52,27.2,39.58,18.81,32.11,48.07,8.15,168.7
2024-04-16 10:00:00,49.37,102.47,19.14,38.33,5.16,30.33,49.38,6.21,102.6
2024-04-16 11:00:00,29.83,61.04,13.55,27.92,4.38,35.78,45.45,4.47,61.8
2024-04-16 12:00:00,33.96,57.8,22.66,21.14,3.68,34.13,44.16,8.83,58.6
2024-04-16 13:00:00,38.21,61.67,22.02,24.91,7.36,31.99,48.24,6.3,64.4
2024-04-16 14:00:00,6.48,11.19,4.64,27.29,1.32,29.04,46.44,10.87,11.2
2024-04-16 15:00:00,30.97,48.01,16.66,22.27,7.39,32.68,51.74,4.72,52.6
2024-04-16 16:00:00,39.48,80.57,4.92,10.83,8.88,29.07,52.63,10.37,81.0
2024-04-16 17:00:00,18.24,35.23,0.0,9.33,0.0,27.21,60.62,7.22,35.2
2024-04-16 18:00:00,57.96,115.61,23.46,0.0,7.54,27.47,54.22,8.73,111.3
2024-04-16 19:00:00,75.67,143.97,31.59,10.69,5.84,19.82,60.62,9.03,152.7
2024-04-16 20:00:00,60.34,127.57,27.0,10.61,9.65,20.53,74.4,7.06,119.2
2024-04-16 21:00:00,33.55,68.11,18.76,15.74,6.6,16.69,70.22,6.36,68.7
2024-04-16 22:00:00,36.64,62.65,14.49,27.57,8.81,19.71,82.31,7.19,63.4
2024-04-16 23:00:00,17.6,36.04,2.41,32.97,4.15,18.49,83.27,11.09,36.0
2024-04-17 00:00:00,28.63,46.02,13.58,33.9,5.09,21.97,79.22,5.15,47.7
2024-04-17 01:00:00,31.98,49.09,11.29,34.28,6.98,18.79,74.35,6.3,54.2
2024-04-17 02:00:00,21.45,35.55,13.95,32.54,3.85,18.36,71.14,7.34,35.8
2024-04-17 03:00:00,11.37,21.13,9.48,42.29,3.68,21.74,76.15,3.89,21.1
2024-04-17 04:00:00,32.03,67.79,11.65,46.15,6.98,23.81,76.98,4.6,68.4
2024-04-17 05:00:00,17.47,31.48,0.0,56.15,0.21,21.21,60.03,5.62,31.5
2024-04-17 06:00:00,20.38,44.09,8.54,52.97,2.63,23.48,58.41,4.19,44.1
2024-04-17 07:00:00,36.99,70.4,4.5,46.11,6.8,27.33,47.82,3.24,71.0
2024-04-17 08:00:00,85.53,147.07,53.22,48.23,8.23,26.99,59.0,3.17,185.2
2024-04-17 09:00:00,83.13,155.16,44.49,43.64,9.78,29.1,45.78,9.17,177.3
2024-04-17 10:00:00,48.64,91.88,14.98,33.89,9.31,30.08,50.34,8.88,92.0
2024-04-17 11:00:00,25.65,52.15,10.17,28.0,4.32,33.7,41.18,7.96,53.1
2024-04-17 12:00:00,24.21,40.11,5.79,29.92,8.74,35.04,48.39,3.19,40.3
2024-04-17 13:00:00,15.7,30.14,6.14,31.57,2.94,32.61,44.07,5.84,30.1
2024-04-17 14:00:00,45.87,85.1,20.42,15.73,11.02,31.19,49.5,4.3,85.4
2024-04-17 15:00:00,17.11,31.56,0.48,23.12,6.66,26.28,51.45,4.37,31.6
2024-04-17 16:00:00,21.15,34.4,14.19,5.89,3.55,28.6,59.7,7.65,35.3
2024-04-17 17:00:00,28.33,60.2,7.81,19.19,5.66,24.01,56.37,8.86,61.0
2024-04-17 18:00:00,65.0,130.05,44.95,7.77,14.88,25.55,58.22,10.26,120.8
2024-04-17 19:00:00,90.8,150.66,27.93,13.42,12.62,22.19,67.95,6.6,203.6
2024-04-17 20:00:00,83.94,181.69,43.54,10.47,20.14,19.69,74.45,12.5,180.0
2024-04-17 21:00:00,25.66,40.26,16.29,7.65,1.28,15.84,73.9,12.38,42.8
2024-04-17 22:00:00,11.18,21.52,5.75,17.54,0.0,19.03,72.21,3.12,21.5
2024-04-17 23:00:00,12.04,19.17,12.13,19.05,0.0,18.07,71.02,7.2,20.1
2024-04-18 00:00:00,25.33,46.75,16.49,20.19,3.51,18.74,80.68,8.0,46.7
2024-04-18 01:00:00,32.5,57.7,13.63,42.47,6.76,17.5,77.51,10.94,58.5
2024-04-18 02:00:00,31.12,66.54,17.53,43.4,1.31,19.74,85.59,7.97,67.2
2024-04-18 03:00:00,36.89,56.88,11.17,39.13,12.42,20.23,82.51,7.53,62.3
2024-04-18 04:00:00,30.36,66.75,19.42,51.99,5.66,21.47,70.78,6.79,67.4
2024-04-18 05:00:00,22.1,40.66,5.15,52.1,1.6,24.07,71.85,8.78,40.7
2024-04-18 06:00:00,32.28,50.42,13.74,37.52,5.66,24.23,52.5,3.28,54.7
2024-04-18 07:00:00,41.17,80.48,21.03,49.64,7.51,26.87,57.39,6.96,80.9
2024-04-18 08:00:00,79.63,127.54,22.34,43.64,14.15,29.4,48.59,4.13,165.8
2024-04-18 09:00:00,97.87,200.57,41.9,48.73,23.39,29.79,46.39,5.73,227.0
2024-04-18 10:00:00,41.93,75.04,19.03,41.01,10.31,32.97,49.8,8.67,75.5
2024-04-18 11:00:00,5.0,10.76,8.5,36.67,0.0,33.54,50.25,1.8,10.8
2024-04-18 12:00:00,22.01,36.17,6.93,29.35,3.3,33.39,46.74,5.98,36.7
2024-04-18 13:00:00,29.09,62.2,6.9,34.27,0.28,33.57,47.37,11.23,63.0
2024-04-18 14:00:00,13.98,30.46,10.69,23.13,0.02,31.52,42.76,2.32,30.5
2024-04-18 15:00:00,25.58,44.61,11.06,13.44,8.49,27.82,50.7,1.65,44.6
2024-04-18 16:00:00,28.04,50.56,12.79,19.53,0.62,26.25,51.37,12.01,51.5
2024-04-18 17:00:00,51.18,83.56,27.94,10.49,9.39,24.37,60.09,4.7,85.6
2024-04-18 18:00:00,56.86,102.6,25.78,14.55,9.19,27.35,54.44,6.21,102.7
2024-04-18 19:00:00,74.37,153.33,33.76,15.02,17.62,23.12,72.73,7.83,148.4
2024-04-18 20:00:00,61.99,118.67,30.25,13.07,7.99,20.58,78.02,11.94,113.3
2024-04-18 21:00:00,19.58,37.76,9.13,20.06,6.79,20.29,78.78,6.28,37.8
2024-04-18 22:00:00,41.45,64.92,22.71,19.51,8.74,18.18,73.82,6.94,69.7
2024-04-18 23:00:00,19.07,32.24,8.56,24.29,4.7,14.3,77.66,9.09,32.2
2024-04-19 00:00:00,27.65,42.13,16.34,38.76,3.68,14.85,78.77,6.82,46.1
2024-04-19 01:00:00,11.24,20.75,1.68,38.42,1.92,16.13,76.7,11.94,20.8
2024-04-19 02:00:00,13.88,24.51,5.79,45.97,3.36,18.74,80.58,5.4,24.5
2024-04-19 03:00:00,29.5,62.24,15.13,47.13,5.49,15.64,75.16,2.28,63.0
2024-04-19 04:00:00,9.91,19.52,3.22,46.52,0.27,18.13,66.76,3.59,19.5
2024-04-19 05:00:00,19.25,34.32,14.56,43.99,0.0,20.12,66.09,9.4,34.3
2024-04-19 06:00:00,34.18,54.65,27.95,48.12,4.23,23.08,60.65,1.65,57.8
2024-04-19 07:00:00,56.78,110.17,23.5,54.01,4.85,25.45,53.28,13.25,107.7
2024-04-19 08:00:00,79.44,167.05,28.16,44.25,7.8,30.91,58.37,8.98,165.2
2024-04-19 09:00:00,102.24,221.53,38.24,42.54,6.1,31.06,42.03,7.41,241.4
2024-04-19 10:00:00,54.14,114.3,30.07,46.08,4.94,34.27,50.87,4.16,110.4
2024-04-19 11:00:00,32.39,67.82,14.91,27.8,4.24,29.89,50.88,8.71,68.5
2024-04-19 12:00:00,12.35,21.27,0.0,29.22,7.65,32.27,48.68,9.78,21.3
2024-04-19 13:00:00,35.31,71.39,10.15,19.26,4.26,34.35,41.51,6.34,72.0
2024-04-19 14:00:00,14.76,29.82,9.11,14.15,3.45,29.28,42.84,9.84,29.8
2024-04-19 15:00:00,22.81,38.97,8.37,18.85,2.26,28.36,54.12,3.85,39.0
2024-04-19 16:00:00,25.03,50.23,13.0,16.16,3.97,30.52,48.64,7.68,51.2
2024-04-19 17:00:00,29.72,55.71,8.02,15.94,6.59,25.41,63.27,7.18,56.6
2024-04-19 18:00:00,57.34,121.53,13.92,13.38,10.63,25.56,65.08,6.04,115.2
2024-04-19 19:00:00,70.33,153.97,49.81,14.52,14.79,22.04,67.98,7.34,136.6
2024-04-19 20:00:00,65.81,118.19,24.75,11.12,15.94,22.93,70.96,3.74,120.2
2024-04-19 21:00:00,31.89,61.58,16.32,8.9,4.59,20.66,81.26,6.24,62.3
2024-04-19 22:00:00,33.47,61.89,12.63,16.91,9.84,16.11,75.01,4.72,62.7
2024-04-19 23:00:00,23.23,35.44,9.39,15.44,3.88,14.57,84.36,11.17,38.7
2024-04-20 00:00:00,9.81,18.14,4.07,23.03,0.65,14.07,74.82,13.32,18.1
2024-04-20 01:00:00,21.62,38.44,8.17,34.21,4.12,19.23,69.39,6.34,38.4
2024-04-20 02:00:00,33.76,62.42,23.24,37.31,4.59,16.66,69.73,7.37,63.2
2024-04-20 03:00:00,22.42,48.52,14.8,52.01,0.0,18.94,77.75,2.4,48.5
2024-04-20 04:00:00,15.21,24.2,8.31,41.46,2.31,18.7,67.35,6.57,25.4
2024-04-20 05:00:00,22.73,34.84,10.14,53.27,2.67,24.12,72.97,15.54,37.9
2024-04-20 06:00:00,36.68,67.17,5.25,49.57,5.97,27.71,65.28,12.42,67.8
2024-04-20 07:00:00,32.14,51.17,7.21,53.03,4.54,22.26,64.42,8.06,54.5
2024-04-20 08:00:00,70.52,125.82,17.16,51.36,5.42,25.99,60.87,14.41,135.7
2024-04-20 09:00:00,72.99,112.18,19.78,42.71,7.96,27.49,48.93,7.54,143.9
2024-04-20 10:00:00,37.6,81.57,18.66,39.73,9.95,34.82,34.2,9.19,81.9
2024-04-20 11:00:00,29.16,56.39,12.51,34.55,8.86,33.2,45.99,8.52,57.3
2024-04-20 12:00:00,21.38,33.36,9.42,38.82,3.77,31.78,41.01,8.54,35.6
2024-04-20 13:00:00,21.8,46.64,2.68,16.16,0.78,34.83,44.38,5.73,46.6
2024-04-20 14:00:00,5.97,10.84,1.57,30.32,2.74,29.08,44.36,4.54,10.8
2024-04-20 15:00:00,5.0,9.76,3.68,12.07,0.0,31.32,52.2,6.15,9.8
2024-04-20 16:00:00,34.86,68.09,14.13,21.53,6.91,27.65,52.82,4.17,68.7
2024-04-20 17:00:00,22.13,39.8,9.99,12.31,4.48,26.43,58.2,7.04,39.8
2024-04-20 18:00:00,42.67,93.05,25.14,12.45,4.18,22.33,64.93,9.75,93.2
2024-04-20 19:00:00,58.03,102.37,10.39,8.43,12.26,21.48,63.25,1.8,102.6
2024-04-20 20:00:00,55.3,86.86,17.7,16.56,4.45,19.6,72.81,7.18,92.3
2024-04-20 21:00:00,16.52,36.22,0.0,12.0,3.71,18.06,71.41,2.08,36.2
2024-04-20 22:00:00,5.0,7.83,0.0,24.44,0.0,15.66,82.6,6.36,8.3
2024-04-20 23:00:00,27.79,45.02,17.87,18.52,5.89,16.33,80.91,8.11,46.3
2024-04-21 00:00:00,18.45,28.92,11.97,24.02,2.07,15.72,85.62,3.95,30.7
2024-04-21 01:00:00,5.0,10.35,5.17,30.28,2.37,15.78,81.52,6.17,10.3
2024-04-21 02:00:00,12.57,24.23,6.24,45.11,4.51,18.19,72.07,4.72,24.2
2024-04-21 03:00:00,21.34,34.8,19.24,43.29,0.66,19.6,77.61,7.19,35.6
2024-04-21 04:00:00,14.35,31.46,5.69,48.66,5.45,19.39,68.85,3.67,31.5
2024-04-21 05:00:00,18.17,38.51,0.0,42.55,7.39,23.38,71.42,6.72,38.5
2024-04-21 06:00:00,28.11,48.07,5.95,47.34,6.25,24.3,64.45,5.01,48.1
2024-04-21 07:00:00,28.19,58.52,15.96,52.97,3.29,28.43,67.21,7.6,59.4
2024-04-21 08:00:00,63.85,124.91,27.84,54.57,10.27,28.95,55.81,3.82,117.4
2024-04-21 09:00:00,54.11,106.45,31.06,37.51,7.33,27.64,50.41,4.93,105.3
2024-04-21 10:00:00,43.43,93.3,10.23,43.86,4.65,31.27,50.15,6.6,93.4
2024-04-21 11:00:00,13.0,22.47,0.0,49.63,4.76,31.83,41.95,10.31,22.5
2024-04-21 12:00:00,15.29,30.44,6.02,30.13,0.53,31.18,44.92,3.22,30.4
2024-04-21 13:00:00,5.54,10.18,0.0,34.57,1.55,33.38,39.98,8.29,10.2
2024-04-21 14:00:00,21.21,42.2,6.65,23.52,3.17,26.46,40.88,8.84,42.2
2024-04-21 15:00:00,16.01,33.49,6.47,13.49,1.15,27.83,48.68,5.11,33.5
2024-04-21 16:00:00,23.77,36.96,6.6,9.68,2.85,26.53,56.51,8.42,39.6
2024-04-21 17:00:00,24.51,50.83,15.22,15.65,6.36,23.13,54.36,5.83,51.8
2024-04-21 18:00:00,28.8,54.96,17.92,4.77,4.69,23.1,66.88,5.87,55.9
2024-04-21 19:00:00,37.52,78.93,21.21,14.05,5.71,25.42,69.48,8.23,79.4
2024-04-21 20:00:00,45.16,94.9,19.79,13.24,6.75,20.06,65.0,7.72,95.0
2024-04-21 21:00:00,17.54,36.81,14.34,18.55,0.0,19.26,78.94,12.95,36.8
2024-04-21 22:00:00,6.13,11.04,8.9,22.39,1.85,19.7,67.43,7.44,11.0
2024-04-21 23:00:00,19.34,41.36,13.62,28.97,2.25,18.83,77.74,4.73,41.4
2024-04-22 00:00:00,26.54,51.45,10.89,26.87,5.18,13.92,88.04,9.29,52.4
2024-04-22 01:00:00,32.38,57.91,26.57,31.72,7.68,18.92,75.26,13.04,58.8
2024-04-22 02:00:00,11.16,20.14,7.96,40.47,1.56,21.28,75.17,11.68,20.1
2024-04-22 03:00:00,23.47,35.78,5.27,46.01,4.05,18.61,74.19,0.55,39.1
2024-04-22 04:00:00,30.54,47.34,13.26,42.79,7.58,22.48,62.73,9.66,51.9
2024-04-22 05:00:00,28.02,50.2,19.13,56.32,4.38,21.77,60.47,6.82,51.2
2024-04-22 06:00:00,42.51,79.41,18.14,43.52,1.84,27.0,68.3,4.84,79.8
2024-04-22 07:00:00,51.1,94.02,27.71,46.77,1.86,22.5,62.99,6.66,94.1
2024-04-22 08:00:00,80.58,155.73,27.44,46.67,7.94,25.51,49.16,7.45,168.9
2024-04-22 09:00:00,75.13,114.11,50.75,38.91,18.27,28.13,46.73,9.29,150.9
2024-04-22 10:00:00,50.95,83.34,22.56,42.41,7.59,31.25,38.86,4.96,85.2
2024-04-22 11:00:00,44.47,84.36,22.02,35.35,9.01,30.3,49.81,5.13,84.7
2024-04-22 12:00:00,21.42,33.55,4.81,24.32,8.03,28.41,44.75,9.83,35.7
2024-04-22 13:00:00,35.69,73.52,20.05,20.03,6.86,31.76,50.94,1.46,74.0
2024-04-22 14:00:00,16.0,29.09,6.41,11.46,0.62,32.96,45.36,4.88,29.1
2024-04-22 15:00:00,16.89,35.33,8.48,13.87,0.0,31.19,53.91,7.7,35.3
2024-04-22 16:00:00,25.77,55.37,6.56,15.18,3.83,29.26,46.1,18.84,56.3
2024-04-22 17:00:00,32.75,54.45,12.98,3.34,3.41,26.77,54.36,4.95,55.5
2024-04-22 18:00:00,54.23,104.4,26.97,8.38,9.02,25.42,63.28,3.5,103.9
2024-04-22 19:00:00,83.65,143.97,33.42,18.23,15.73,22.95,72.99,2.12,179.1
2024-04-22 20:00:00,46.66,72.84,24.88,11.13,9.67,23.14,78.94,16.33,78.2
2024-04-22 21:00:00,22.95,44.09,10.12,12.53,3.3,22.53,73.28,4.09,44.1
2024-04-22 22:00:00,18.62,40.33,4.39,21.0,3.79,20.05,78.0,3.45,40.3
2024-04-22 23:00:00,30.06,56.25,7.53,23.84,4.04,17.54,82.77,13.21,57.1
2024-04-23 00:00:00,36.07,63.18,16.01,29.31,3.74,17.83,75.26,9.41,63.9
2024-04-23 01:00:00,18.53,30.09,14.54,43.23,2.35,18.57,83.72,7.34,30.9
2024-04-23 02:00:00,25.29,46.25,10.85,41.24,4.15,19.73,72.1,4.06,46.3
2024-04-23 03:00:00,22.16,35.44,12.07,33.81,3.3,19.46,75.7,3.99,36.9
2024-04-23 04:00:00,16.64,29.29,11.6,46.97,2.89,18.4,67.16,6.87,29.3
2024-04-23 05:00:00,8.21,15.66,4.1,53.64,1.12,22.76,67.17,1.36,15.7
2024-04-23 06:00:00,11.57,23.02,3.82,47.88,6.06,24.94,61.9,7.65,23.0
2024-04-23 07:00:00,40.58,73.77,25.24,52.27,2.88,27.32,65.8,6.49,74.3
2024-04-23 08:00:00,79.25,154.7,45.93,55.42,15.61,23.53,59.05,7.76,164.5
2024-04-23 09:00:00,73.03,150.05,42.32,39.04,11.0,30.41,51.99,10.85,144.0
2024-04-23 10:00:00,40.08,77.99,23.09,34.47,5.91,32.51,38.6,4.43,78.4
2024-04-23 11:00:00,16.29,24.84,2.91,30.76,4.15,30.72,50.53,9.13,27.1
2024-04-23 12:00:00,8.78,14.58,5.31,32.61,2.7,32.12,43.88,3.27,14.6
2024-04-23 13:00:00,5.0,10.36,0.34,22.06,0.0,30.49,40.05,9.82,10.4
2024-04-23 14:00:00,21.54,37.18,15.39,20.74,5.46,31.41,54.12,4.22,37.2
2024-04-23 15:00:00,22.68,37.81,12.46,20.77,3.51,28.93,48.59,6.76,37.8
2024-04-23 16:00:00,21.55,32.5,17.63,10.83,5.23,26.94,51.68,7.53,35.9
2024-04-23 17:00:00,44.35,76.04,25.71,6.29,10.58,27.35,51.63,13.45,76.5
2024-04-23 18:00:00,47.06,96.27,23.52,12.86,7.68,23.35,61.92,12.39,96.3
2024-04-23 19:00:00,65.17,101.84,37.01,22.71,4.4,22.61,63.82,5.16,118.0
2024-04-23 20:00:00,42.27,84.0,20.09,15.03,5.03,18.35,70.17,3.25,84.3
2024-04-23 21:00:00,38.73,84.9,21.11,13.07,3.55,21.07,74.58,1.93,85.2
2024-04-23 22:00:00,43.96,89.69,12.46,22.08,5.06,19.1,73.68,7.03,89.9
2024-04-23 23:00:00,12.38,19.37,4.15,21.87,2.78,14.26,80.85,11.48,20.6
2024-04-24 00:00:00,20.91,44.02,8.67,25.53,6.47,14.09,82.57,7.99,44.0
2024-04-24 01:00:00,18.97,39.67,7.13,32.06,6.18,15.14,80.74,6.54,39.7
2024-04-24 02:00:00,16.85,27.81,9.89,30.99,4.57,18.4,91.05,10.7,28.1
2024-04-24 03:00:00,34.42,73.26,16.31,54.27,5.03,17.47,68.79,9.68,73.8
2024-04-24 04:00:00,17.11,31.38,0.0,44.44,5.27,20.49,68.12,3.22,31.4
2024-04-24 05:00:00,15.94,28.16,13.39,56.15,4.81,19.48,67.22,3.75,28.2
2024-04-24 06:00:00,12.83,22.76,9.09,48.94,0.78,27.58,62.16,5.34,22.8
2024-04-24 07:00:00,48.9,80.81,21.1,41.11,12.29,25.81,52.1,12.64,81.9
2024-04-24 08:00:00,82.71,145.01,29.97,45.46,21.04,25.85,51.42,9.2,175.9
2024-04-24 09:00:00,81.14,167.24,32.77,43.27,6.49,27.9,39.75,12.29,170.8
2024-04-24 10:00:00,46.08,72.31,18.77,26.64,10.13,29.03,56.11,12.95,77.3
2024-04-24 11:00:00,11.22,21.59,1.72,32.76,5.21,32.64,47.89,8.56,21.6
2024-04-24 12:00:00,8.96,18.66,0.0,23.1,1.76,29.31,41.83,3.26,18.7
2024-04-24 13:00:00,29.62,64.0,6.05,31.32,6.76,32.19,45.6,9.36,64.7
2024-04-24 14:00:00,25.9,42.51,16.43,21.35,2.75,32.28,51.45,4.34,43.2
2024-04-24 15:00:00,25.09,53.45,15.11,16.41,5.34,29.56,60.03,5.09,54.4
2024-04-24 16:00:00,36.07,72.28,10.81,3.14,7.11,28.46,55.92,7.37,72.8
2024-04-24 17:00:00,34.81,63.46,16.82,5.25,3.69,23.19,62.8,4.88,64.2
2024-04-24 18:00:00,50.33,77.78,18.19,14.96,11.64,22.59,59.9,6.03,84.2
2024-04-24 19:00:00,77.04,122.93,37.32,7.81,12.17,26.5,69.44,1.68,157.2
2024-04-24 20:00:00,47.35,87.76,33.24,13.43,4.26,18.61,72.51,7.46,88.0
